index,name,golden_ref,predicted,matches_golden,truth_info,matches_truth_info,golden_scores,scores,score_error_pct,latency_ms,tx_ms,timeout,retries,raw
26,yes_39afb88e_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.413,20.874,0,0,YZ:2 S=-128;-128;127;-128
27,go_8931f494_nohash_0,no,no,1,unknown,0,-128;-12;-128;11,-128;-12;-128;11,0.0000,8.510,20.860,0,0,YZ:3 S=-128;-12;-128;11
28,yes_31fd5cf5_nohash_0,unknown,unknown,1,yes,0,-128;6;-16;-119,-128;6;-16;-119,0.0000,8.297,21.155,0,0,YZ:1 S=-128;6;-16;-119
29,no_a8f45bdc_nohash_0,no,no,1,no,1,-128;-128;-128;127,-128;-128;-128;127,0.0000,8.342,21.176,0,0,YZ:3 S=-128;-128;-128;127
30,yes_cc6ee39b_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.235,21.131,0,0,YZ:2 S=-128;-128;127;-128
31,go_190821dc_nohash_1,no,no,1,unknown,0,-128;-117;-128;117,-128;-117;-128;117,0.0000,7.869,21.560,0,0,YZ:3 S=-128;-117;-128;117
32,yes_472b8045_nohash_4,yes,yes,1,yes,1,-128;-127;126;-128,-128;-127;126;-128,0.0000,8.085,21.463,0,0,YZ:2 S=-128;-127;126;-128
33,no_1a73dcd1_nohash_2,unknown,unknown,1,no,0,-128;4;-80;-52,-128;4;-80;-52,0.0000,8.248,21.262,0,0,YZ:1 S=-128;4;-80;-52
34,no_6727b579_nohash_0,no,no,1,no,1,-128;-127;-128;127,-128;-127;-128;127,0.0000,8.251,21.120,0,0,YZ:3 S=-128;-127;-128;127
35,no_270bfa52_nohash_1,no,no,1,no,1,-128;-125;-128;125,-128;-125;-128;125,0.0000,8.253,21.174,0,0,YZ:3 S=-128;-125;-128;125
36,go_6adb8ad9_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,-128;-95;-128;95,0.0000,9.369,20.216,0,0,YZ:3 S=-128;-95;-128;95
37,go_cb72dfb6_nohash_3,no,no,1,unknown,0,-128;-56;-125;53,-128;-60;-125;57,0.7812,8.289,21.089,0,0,YZ:3 S=-128;-60;-125;57
38,no_b69002d4_nohash_0,no,no,1,no,1,-128;-30;-126;28,-128;-30;-126;28,0.0000,8.281,21.053,0,0,YZ:3 S=-128;-30;-126;28
39,go_56eab10e_nohash_0,no,no,1,unknown,0,-128;-122;-128;122,-128;-122;-128;122,0.0000,8.210,21.278,0,0,YZ:3 S=-128;-122;-128;122
40,go_d0faf7e4_nohash_3,unknown,unknown,1,unknown,1,-128;45;-127;-45,-128;45;-127;-45,0.0000,8.343,21.211,0,0,YZ:1 S=-128;45;-127;-45
41,no_dce05676_nohash_0,no,no,1,no,1,-128;-126;-128;126,-128;-126;-128;126,0.0000,8.143,21.245,0,0,YZ:3 S=-128;-126;-128;126
42,go_bb6d4301_nohash_3,no,no,1,unknown,0,-128;-73;-128;72,-128;-73;-128;72,0.0000,8.188,21.441,0,0,YZ:3 S=-128;-73;-128;72
43,no_1dc86f91_nohash_3,no,no,1,no,1,-128;-108;-126;106,-128;-108;-126;106,0.0000,8.085,21.517,0,0,YZ:3 S=-128;-108;-126;106
44,go_eeaf97c3_nohash_3,no,no,1,unknown,0,-128;-13;-125;10,-128;-13;-125;10,0.0000,8.239,21.368,0,0,YZ:3 S=-128;-13;-125;10
45,yes_1b18600d_nohash_1,yes,yes,1,yes,1,-70;-80;-7;-100,-70;-80;-7;-100,0.0000,8.242,21.176,0,0,YZ:2 S=-70;-80;-7;-100
46,yes_3e31dffe_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.204,21.236,0,0,YZ:2 S=-128;-128;127;-128
47,yes_2296b1af_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.045,21.430,0,0,YZ:2 S=-128;-128;127;-128
48,yes_de3fe344_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.239,21.347,0,0,YZ:2 S=-128;-128;127;-128
49,go_e71a9381_nohash_2,no,no,1,unknown,0,-128;-96;-128;95,-128;-96;-128;95,0.0000,8.237,21.256,0,0,YZ:3 S=-128;-96;-128;95
50,no_5f1253e9_nohash_0,no,no,1,no,1,-128;-106;-115;93,-128;-106;-115;93,0.0000,8.329,21.113,0,0,YZ:3 S=-128;-106;-115;93
51,no_6c0f6493_nohash_0,no,no,1,no,1,-128;-123;-128;123,-128;-123;-128;123,0.0000,8.111,21.400,0,0,YZ:3 S=-128;-123;-128;123
52,no_773e26f7_nohash_4,no,no,1,no,1,-128;-118;-128;118,-128;-118;-128;118,0.0000,8.239,21.271,0,0,YZ:3 S=-128;-118;-128;118
53,go_01bcfc0c_nohash_0,no,no,1,unknown,0,-128;-87;-128;87,-128;-87;-128;87,0.0000,8.272,21.271,0,0,YZ:3 S=-128;-87;-128;87
54,no_c5a1e46c_nohash_0,no,no,1,no,1,-128;-110;-127;109,-128;-110;-127;109,0.0000,8.214,21.205,0,0,YZ:3 S=-128;-110;-127;109
55,yes_f2e59fea_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.399,21.285,0,0,YZ:2 S=-128;-128;127;-128
56,go_954f190f_nohash_0,no,no,1,unknown,0,-121;-50;-121;35,-121;-50;-121;35,0.0000,8.293,21.031,0,0,YZ:3 S=-121;-50;-121;35
57,go_3659fc1c_nohash_0,no,no,1,unknown,0,-66;-66;-95;-29,-66;-66;-95;-29,0.0000,8.259,21.033,0,0,YZ:3 S=-66;-66;-95;-29
58,go_0cb74144_nohash_1,no,no,1,unknown,0,-128;-110;-125;107,-128;-110;-125;107,0.0000,8.345,20.987,0,0,YZ:3 S=-128;-110;-125;107
59,go_1942abd7_nohash_0,unknown,unknown,1,unknown,1,-128;110;-127;-111,-128;110;-127;-111,0.0000,8.349,21.231,0,0,YZ:1 S=-128;110;-127;-111
60,go_b69002d4_nohash_1,no,no,1,unknown,0,-128;-90;-128;90,-128;-90;-128;90,0.0000,8.388,21.025,0,0,YZ:3 S=-128;-90;-128;90
61,go_28e47b1a_nohash_1,unknown,unknown,1,unknown,1,-128;80;-128;-80,-128;80;-128;-80,0.0000,8.244,21.019,0,0,YZ:1 S=-128;80;-128;-80
62,_background_noise__white_noise,silence,silence,1,silence,1,122;-127;-125;-126,122;-127;-125;-126,0.0000,8.316,21.313,0,0,YZ:0 S=122;-127;-125;-126
63,no_a1cff772_nohash_1,no,no,1,no,1,-128;-127;-128;127,-128;-127;-128;127,0.0000,9.297,20.322,0,0,YZ:3 S=-128;-127;-128;127
64,no_01648c51_nohash_0,no,no,1,no,1,-128;-126;-128;126,-128;-126;-128;126,0.0000,8.078,21.089,0,0,YZ:3 S=-128;-126;-128;126
65,yes_a9ca1818_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.227,21.402,0,0,YZ:2 S=-128;-128;127;-128
66,no_39833acb_nohash_2,unknown,unknown,1,no,0,-128;38;-126;-41,-128;38;-126;-41,0.0000,9.164,20.464,0,0,YZ:1 S=-128;38;-126;-41
67,go_ee1d8d49_nohash_3,unknown,unknown,1,unknown,1,-128;22;-126;-24,-128;22;-126;-24,0.0000,8.202,21.096,0,0,YZ:1 S=-128;22;-126;-24
68,no_c39703ec_nohash_1,no,no,1,no,1,-126;-122;-107;99,-126;-122;-107;99,0.0000,8.223,21.471,0,0,YZ:3 S=-126;-122;-107;99
69,yes_db72a474_nohash_0,yes,yes,1,yes,1,-128;-127;127;-128,-128;-127;127;-128,0.0000,8.311,21.076,0,0,YZ:2 S=-128;-127;127;-128
70,go_27c24504_nohash_3,no,no,1,unknown,0,-128;-96;-124;92,-128;-96;-124;92,0.0000,7.947,21.419,0,0,YZ:3 S=-128;-96;-124;92
71,no_0132a06d_nohash_4,no,no,1,no,1,-128;-80;-128;80,-128;-80;-128;80,0.0000,9.263,20.359,0,0,YZ:3 S=-128;-80;-128;80
72,go_173ae793_nohash_1,no,no,1,unknown,0,-128;-110;-128;110,-128;-110;-128;110,0.0000,9.175,20.386,0,0,YZ:3 S=-128;-110;-128;110
73,go_c1d39ce8_nohash_8,no,no,1,unknown,0,-128;-118;-112;102,-128;-118;-112;102,0.0000,9.138,20.455,0,0,YZ:3 S=-128;-118;-112;102
74,no_37dca74f_nohash_0,no,no,1,no,1,-128;-113;-127;112,-128;-113;-127;112,0.0000,8.043,21.423,0,0,YZ:3 S=-128;-113;-127;112
75,yes_51f7a034_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.235,20.500,0,0,YZ:2 S=-128;-128;127;-128
76,go_d394ef8e_nohash_1,unknown,unknown,1,unknown,1,-128;44;-127;-45,-128;44;-127;-45,0.0000,8.234,21.300,0,0,YZ:1 S=-128;44;-127;-45
77,go_fb8c31a9_nohash_1,no,no,1,unknown,0,-128;-114;-124;110,-128;-114;-124;110,0.0000,8.160,21.241,0,0,YZ:3 S=-128;-114;-124;110
78,no_538e1856_nohash_0,no,no,1,no,1,-128;-126;-128;126,-128;-126;-128;126,0.0000,9.121,20.457,0,0,YZ:3 S=-128;-126;-128;126
79,go_2da58b32_nohash_3,no,no,1,unknown,0,-128;-125;-127;124,-128;-125;-127;124,0.0000,8.248,21.252,0,0,YZ:3 S=-128;-125;-127;124
80,yes_2fcb6397_nohash_2,yes,yes,1,yes,1,-128;-128;110;-110,-128;-128;110;-110,0.0000,8.165,21.196,0,0,YZ:2 S=-128;-128;110;-110
81,no_a97017df_nohash_1,no,no,1,no,1,-128;-124;-128;124,-128;-124;-128;124,0.0000,9.182,20.359,0,0,YZ:3 S=-128;-124;-128;124
82,go_6565a81d_nohash_3,no,no,1,unknown,0,-128;-80;-128;80,-128;-80;-128;80,0.0000,9.233,20.456,0,0,YZ:3 S=-128;-80;-128;80
83,yes_41285056_nohash_2,yes,yes,1,yes,1,-128;-126;122;-124,-128;-126;122;-124,0.0000,8.184,21.251,0,0,YZ:2 S=-128;-126;122;-124
84,go_eaa83485_nohash_4,no,no,1,unknown,0,-128;-108;-128;108,-128;-108;-128;108,0.0000,8.315,21.076,0,0,YZ:3 S=-128;-108;-128;108
85,no_c33682f0_nohash_0,no,no,1,no,1,-128;-120;-128;120,-128;-120;-128;120,0.0000,9.074,20.522,0,0,YZ:3 S=-128;-120;-128;120
86,yes_52162b51_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.168,20.393,0,0,YZ:2 S=-128;-128;127;-128
87,yes_9b8a7439_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.269,21.303,0,0,YZ:2 S=-128;-128;127;-128
88,yes_c2dccf38_nohash_4,yes,yes,1,yes,1,-128;-125;124;-126,-128;-125;124;-126,0.0000,8.128,21.289,0,0,YZ:2 S=-128;-125;124;-126
89,yes_cfbedff9_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.160,20.421,0,0,YZ:2 S=-128;-128;127;-128
90,yes_e7bcee8a_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.156,20.329,0,0,YZ:2 S=-128;-128;127;-128
91,yes_72242187_nohash_0,yes,yes,1,yes,1,-128;-127;119;-120,-128;-127;119;-120,0.0000,9.247,20.472,0,0,YZ:2 S=-128;-127;119;-120
92,no_6794a793_nohash_0,no,no,1,no,1,-128;-78;-118;68,-128;-78;-118;68,0.0000,9.121,20.532,0,0,YZ:3 S=-128;-78;-118;68
93,yes_35d1b6ee_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.180,20.490,0,0,YZ:2 S=-128;-128;127;-128
94,go_617de221_nohash_1,unknown,unknown,1,unknown,1,-128;22;-126;-24,-128;22;-126;-24,0.0000,8.323,21.259,0,0,YZ:1 S=-128;22;-126;-24
95,no_3cc595de_nohash_0,no,no,1,no,1,-128;-107;-65;44,-128;-107;-65;44,0.0000,8.200,21.413,0,0,YZ:3 S=-128;-107;-65;44
96,go_890cc926_nohash_2,no,no,1,unknown,0,-128;-121;-124;117,-128;-121;-124;117,0.0000,8.047,21.556,0,0,YZ:3 S=-128;-121;-124;117
97,go_f2e59fea_nohash_3,unknown,unknown,1,unknown,1,-128;103;-126;-105,-128;103;-126;-105,0.0000,8.160,21.273,0,0,YZ:1 S=-128;103;-126;-105
98,no_a4ca3afe_nohash_0,no,no,1,no,1,-128;-127;-128;127,-128;-127;-128;127,0.0000,8.232,21.388,0,0,YZ:3 S=-128;-127;-128;127
99,_background_noise__pink_noise,silence,silence,1,silence,1,107;-120;-125;-118,107;-120;-125;-118,0.0000,8.092,21.289,0,0,YZ:0 S=107;-120;-125;-118
100,yes_b25b6065_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.145,20.514,0,0,YZ:2 S=-128;-128;127;-128
101,no_b59fa113_nohash_1,yes,yes,1,no,0,-128;-103;63;-88,-128;-103;63;-88,0.0000,8.069,21.445,0,0,YZ:2 S=-128;-103;63;-88
102,yes_611d2b50_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.164,20.510,0,0,YZ:2 S=-128;-128;127;-128
103,no_3a3ee7ed_nohash_1,no,no,1,no,1,-128;-109;-118;99,-128;-109;-118;99,0.0000,8.105,21.391,0,0,YZ:3 S=-128;-109;-118;99
104,go_96d8bb6f_nohash_3,unknown,unknown,1,unknown,1,-128;29;-128;-29,-128;29;-128;-29,0.0000,9.066,20.425,0,0,YZ:1 S=-128;29;-128;-29
105,yes_879a2b38_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.081,20.573,0,0,YZ:2 S=-128;-128;127;-128
106,no_27c24504_nohash_2,no,no,1,no,1,-128;-113;-127;112,-128;-113;-127;112,0.0000,9.312,20.413,0,0,YZ:3 S=-128;-113;-127;112
107,no_06a79a03_nohash_0,no,no,1,no,1,-128;-111;-128;111,-128;-111;-128;111,0.0000,8.892,20.667,0,0,YZ:3 S=-128;-111;-128;111
108,yes_0717b9f6_nohash_0,yes,yes,1,yes,1,-128;-124;122;-126,-128;-124;122;-126,0.0000,9.253,20.396,0,0,YZ:2 S=-128;-124;122;-126
109,yes_363c6bad_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.389,21.176,0,0,YZ:2 S=-128;-128;127;-128
110,no_94d370bf_nohash_1,no,no,1,no,1,-128;-124;-127;123,-128;-124;-127;123,0.0000,8.146,21.325,0,0,YZ:3 S=-128;-124;-127;123
111,go_3589bc72_nohash_4,unknown,unknown,1,unknown,1,-128;99;-127;-100,-128;99;-127;-100,0.0000,9.312,20.186,0,0,YZ:1 S=-128;99;-127;-100
112,go_1ed0b13d_nohash_0,no,no,1,unknown,0,-128;-80;-128;80,-128;-80;-128;80,0.0000,8.086,21.555,0,0,YZ:3 S=-128;-80;-128;80
113,yes_5f8097e1_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.076,21.087,0,0,YZ:2 S=-128;-128;127;-128
114,yes_7fb8d703_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.181,20.405,0,0,YZ:2 S=-128;-128;127;-128
115,go_bdd22e4d_nohash_4,no,no,1,unknown,0,-127;-103;-125;99,-127;-103;-125;99,0.0000,8.979,20.542,0,0,YZ:3 S=-127;-103;-125;99
116,no_54b6d355_nohash_0,no,no,1,no,1,-128;-95;-128;95,-128;-95;-128;95,0.0000,9.287,20.441,0,0,YZ:3 S=-128;-95;-128;95
117,no_a4baac4e_nohash_2,no,no,1,no,1,-128;-125;-128;125,-128;-125;-128;125,0.0000,9.203,20.308,0,0,YZ:3 S=-128;-125;-128;125
118,go_3bdf05d3_nohash_0,no,no,1,unknown,0,-128;-77;-127;76,-128;-77;-127;76,0.0000,9.556,20.230,0,0,YZ:3 S=-128;-77;-127;76
119,yes_0d82fd99_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.204,21.320,0,0,YZ:2 S=-128;-128;127;-128
120,yes_b414c653_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.238,21.346,0,0,YZ:2 S=-128;-128;127;-128
121,yes_1496195a_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,8.151,21.272,0,0,YZ:2 S=-128;-128;127;-128
122,go_322d17d3_nohash_0,no,no,1,unknown,0,-128;-111;-128;111,-128;-111;-128;111,0.0000,8.101,21.493,0,0,YZ:3 S=-128;-111;-128;111
123,no_18d120ae_nohash_0,no,no,1,no,1,-128;-94;-118;84,-128;-94;-118;84,0.0000,8.353,21.187,0,0,YZ:3 S=-128;-94;-118;84
124,yes_58df33b5_nohash_1,yes,yes,1,yes,1,-128;-127;126;-128,-128;-127;126;-128,0.0000,7.881,21.373,0,0,YZ:2 S=-128;-127;126;-128
125,yes_72aa7259_nohash_0,yes,yes,1,yes,1,-128;-122;116;-122,-128;-122;116;-122,0.0000,9.048,20.517,0,0,YZ:2 S=-128;-122;116;-122
126,_background_noise__running_tap,silence,silence,1,silence,1,121;-125;-125;-126,121;-125;-125;-126,0.0000,8.983,20.628,0,0,YZ:0 S=121;-125;-125;-126
127,no_29229c21_nohash_3,no,no,1,no,1,-127;-101;-126;98,-127;-101;-126;98,0.0000,9.034,20.561,0,0,YZ:3 S=-127;-101;-126;98
128,go_274c008f_nohash_0,unknown,unknown,1,unknown,1,-126;-2;-126;-2,-126;-2;-126;-2,0.0000,8.160,21.385,0,0,YZ:1 S=-126;-2;-126;-2
129,no_712e4d58_nohash_0,no,no,1,no,1,-128;-128;-128;127,-128;-128;-128;127,0.0000,8.193,21.212,0,0,YZ:3 S=-128;-128;-128;127
130,go_1365dd89_nohash_0,no,no,1,unknown,0,-128;-87;-127;86,-128;-87;-127;86,0.0000,7.787,21.644,0,0,YZ:3 S=-128;-87;-127;86
131,no_b65f6015_nohash_0,no,no,1,no,1,-128;-125;-128;125,-128;-125;-128;125,0.0000,9.032,20.633,0,0,YZ:3 S=-128;-125;-128;125
132,yes_e91d173e_nohash_1,yes,yes,1,yes,1,-128;-125;124;-128,-128;-125;124;-128,0.0000,8.208,21.337,0,0,YZ:2 S=-128;-125;124;-128
133,no_499be02e_nohash_4,no,no,1,no,1,-128;-114;-114;99,-128;-114;-114;99,0.0000,8.347,21.113,0,0,YZ:3 S=-128;-114;-114;99
134,no_bde0f20a_nohash_0,no,no,1,no,1,-128;-126;-128;126,-128;-126;-128;126,0.0000,9.129,20.362,0,0,YZ:3 S=-128;-126;-128;126
135,go_e6be0830_nohash_4,no,no,1,unknown,0,-128;-68;-128;68,-128;-68;-128;68,0.0000,9.358,20.294,0,0,YZ:3 S=-128;-68;-128;68
136,go_0e5193e6_nohash_0,unknown,unknown,1,unknown,1,-126;32;-127;-36,-126;32;-127;-36,0.0000,9.219,20.248,0,0,YZ:1 S=-126;32;-127;-36
137,_background_noise__exercise_bike,silence,silence,1,silence,1,80;-107;-126;-103,80;-107;-126;-103,0.0000,8.262,21.411,0,0,YZ:0 S=80;-107;-126;-103
138,yes_73f20b00_nohash_3,yes,yes,1,yes,1,-128;-126;125;-128,-128;-126;125;-128,0.0000,8.181,21.205,0,0,YZ:2 S=-128;-126;125;-128
139,_background_noise__dude_miaowing,silence,silence,1,silence,1,116;-121;-124;-127,116;-121;-124;-127,0.0000,8.078,21.118,0,0,YZ:0 S=116;-121;-124;-127
140,go_5677ec77_nohash_0,no,no,1,unknown,0,-128;-118;-127;118,-128;-118;-127;118,0.0000,9.122,20.419,0,0,YZ:3 S=-128;-118;-127;118
141,go_24befdb3_nohash_3,no,no,1,unknown,0,-128;-100;-128;100,-128;-100;-128;100,0.0000,9.197,20.446,0,0,YZ:3 S=-128;-100;-128;100
142,go_b0ae6326_nohash_2,no,no,1,unknown,0,-128;-121;-128;121,-128;-121;-128;121,0.0000,8.942,20.558,0,0,YZ:3 S=-128;-121;-128;121
143,go_31270cb2_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,-128;-95;-128;95,0.0000,9.012,20.500,0,0,YZ:3 S=-128;-95;-128;95
144,yes_8d9cc260_nohash_0,yes,yes,1,yes,1,-128;-127;126;-128,-128;-127;126;-128,0.0000,9.170,20.614,0,0,YZ:2 S=-128;-127;126;-128
145,go_617de221_nohash_4,no,no,1,unknown,0,-128;-60;-128;60,-128;-60;-128;60,0.0000,8.202,21.285,0,0,YZ:3 S=-128;-60;-128;60
146,yes_cd85758f_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,7.954,21.578,0,0,YZ:2 S=-128;-128;127;-128
147,no_b176f8e9_nohash_0,unknown,unknown,1,no,0,-127;43;-101;-71,-127;43;-101;-71,0.0000,9.240,20.381,0,0,YZ:1 S=-127;43;-101;-71
148,go_8931f494_nohash_1,no,no,1,unknown,0,-128;-45;-127;45,-128;-45;-127;45,0.0000,8.147,21.270,0,0,YZ:3 S=-128;-45;-127;45
149,go_4c3cddb8_nohash_4,no,no,1,unknown,0,-128;-119;-128;118,-128;-119;-128;118,0.0000,8.169,21.270,0,0,YZ:3 S=-128;-119;-128;118
150,no_8012c69d_nohash_1,no,no,1,no,1,-128;-119;-128;119,-128;-119;-128;119,0.0000,8.099,21.402,0,0,YZ:3 S=-128;-119;-128;119
151,yes_bfd26d6b_nohash_4,yes,yes,1,yes,1,-128;-126;126;-128,-128;-126;126;-128,0.0000,8.004,21.360,0,0,YZ:2 S=-128;-126;126;-128
152,go_7f581e94_nohash_0,unknown,unknown,1,unknown,1,-128;40;-128;-40,-128;40;-128;-40,0.0000,8.181,21.416,0,0,YZ:1 S=-128;40;-128;-40
153,yes_a9ca1818_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,7.960,21.378,0,0,YZ:2 S=-128;-128;127;-128
154,no_7211390b_nohash_3,no,no,1,no,1,-128;-87;-128;87,-128;-87;-128;87,0.0000,8.791,20.742,0,0,YZ:3 S=-128;-87;-128;87
155,yes_bdd22e4d_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,9.050,20.502,0,0,YZ:2 S=-128;-128;127;-128
