index,name,golden_ref,predicted,matches_golden,truth_info,matches_truth_info,golden_scores,scores,score_error_pct,latency_ms,tx_ms,timeout,retries,raw
36,go_6adb8ad9_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,-128;-95;-128;95,0.0000,4.270,8.899,0,0,YZ:3 S=-128;-95;-128;95
37,go_cb72dfb6_nohash_3,no,no,1,unknown,0,-128;-56;-125;53,-128;-60;-125;57,0.7812,5.412,7.983,0,0,YZ:3 S=-128;-60;-125;57
38,no_b69002d4_nohash_0,no,no,1,no,1,-128;-30;-126;28,-128;-30;-126;28,0.0000,5.404,8.200,0,0,YZ:3 S=-128;-30;-126;28
39,go_56eab10e_nohash_0,no,no,1,unknown,0,-128;-122;-128;122,-128;-122;-128;122,0.0000,5.461,8.145,0,0,YZ:3 S=-128;-122;-128;122
40,go_d0faf7e4_nohash_3,unknown,unknown,1,unknown,1,-128;45;-127;-45,-128;45;-127;-45,0.0000,5.317,8.050,0,0,YZ:1 S=-128;45;-127;-45
41,no_dce05676_nohash_0,no,no,1,no,1,-128;-126;-128;126,-128;-126;-128;126,0.0000,5.520,7.953,0,0,YZ:3 S=-128;-126;-128;126
42,go_bb6d4301_nohash_3,no,no,1,unknown,0,-128;-73;-128;72,-128;-73;-128;72,0.0000,5.443,8.202,0,0,YZ:3 S=-128;-73;-128;72
43,no_1dc86f91_nohash_3,no,no,1,no,1,-128;-108;-126;106,-128;-108;-126;106,0.0000,5.299,8.264,0,0,YZ:3 S=-128;-108;-126;106
44,go_eeaf97c3_nohash_3,no,no,1,unknown,0,-128;-13;-125;10,-128;-13;-125;10,0.0000,5.189,8.449,0,0,YZ:3 S=-128;-13;-125;10
45,yes_1b18600d_nohash_1,yes,yes,1,yes,1,-70;-80;-7;-100,-70;-80;-7;-100,0.0000,6.975,6.879,0,0,YZ:2 S=-70;-80;-7;-100
46,yes_3e31dffe_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.029,8.315,0,0,YZ:2 S=-128;-128;127;-128
47,yes_2296b1af_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.099,8.508,0,0,YZ:2 S=-128;-128;127;-128
48,yes_de3fe344_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,6.913,6.762,0,0,YZ:2 S=-128;-128;127;-128
49,go_e71a9381_nohash_2,no,no,1,unknown,0,-128;-96;-128;95,-128;-96;-128;95,0.0000,5.191,8.460,0,0,YZ:3 S=-128;-96;-128;95
50,no_5f1253e9_nohash_0,no,no,1,no,1,-128;-106;-115;93,-128;-106;-115;93,0.0000,6.787,6.740,0,0,YZ:3 S=-128;-106;-115;93
51,no_6c0f6493_nohash_0,no,no,1,no,1,-128;-123;-128;123,-128;-123;-128;123,0.0000,6.821,6.759,0,0,YZ:3 S=-128;-123;-128;123
52,no_773e26f7_nohash_4,no,no,1,no,1,-128;-118;-128;118,-128;-118;-128;118,0.0000,5.103,8.484,0,0,YZ:3 S=-128;-118;-128;118
53,go_01bcfc0c_nohash_0,no,no,1,unknown,0,-128;-87;-128;87,-128;-87;-128;87,0.0000,5.285,8.385,0,0,YZ:3 S=-128;-87;-128;87
54,no_c5a1e46c_nohash_0,no,no,1,no,1,-128;-110;-127;109,-128;-110;-127;109,0.0000,5.074,8.326,0,0,YZ:3 S=-128;-110;-127;109
55,yes_f2e59fea_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.210,8.502,0,0,YZ:2 S=-128;-128;127;-128
56,go_954f190f_nohash_0,no,no,1,unknown,0,-121;-50;-121;35,-121;-50;-121;35,0.0000,5.250,8.224,0,0,YZ:3 S=-121;-50;-121;35
57,go_3659fc1c_nohash_0,no,no,1,unknown,0,-66;-66;-95;-29,-66;-66;-95;-29,0.0000,5.370,8.247,0,0,YZ:3 S=-66;-66;-95;-29
58,go_0cb74144_nohash_1,no,no,1,unknown,0,-128;-110;-125;107,-128;-110;-125;107,0.0000,5.132,8.396,0,0,YZ:3 S=-128;-110;-125;107
59,go_1942abd7_nohash_0,unknown,unknown,1,unknown,1,-128;110;-127;-111,-128;110;-127;-111,0.0000,5.201,8.336,0,0,YZ:1 S=-128;110;-127;-111
60,go_b69002d4_nohash_1,no,no,1,unknown,0,-128;-90;-128;90,-128;-90;-128;90,0.0000,5.210,8.268,0,0,YZ:3 S=-128;-90;-128;90
61,go_28e47b1a_nohash_1,unknown,unknown,1,unknown,1,-128;80;-128;-80,-128;80;-128;-80,0.0000,5.114,8.481,0,0,YZ:1 S=-128;80;-128;-80
62,_background_noise__white_noise,silence,silence,1,silence,1,122;-127;-125;-126,122;-127;-125;-126,0.0000,5.190,8.360,0,0,YZ:0 S=122;-127;-125;-126
63,no_a1cff772_nohash_1,no,no,1,no,1,-128;-127;-128;127,-128;-127;-128;127,0.0000,5.191,8.285,0,0,YZ:3 S=-128;-127;-128;127
64,no_01648c51_nohash_0,no,no,1,no,1,-128;-126;-128;126,-128;-126;-128;126,0.0000,5.125,8.328,0,0,YZ:3 S=-128;-126;-128;126
65,yes_a9ca1818_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,6.703,6.834,0,0,YZ:2 S=-128;-128;127;-128
66,no_39833acb_nohash_2,unknown,unknown,1,no,0,-128;38;-126;-41,-128;38;-126;-41,0.0000,6.768,6.888,0,0,YZ:1 S=-128;38;-126;-41
67,go_ee1d8d49_nohash_3,unknown,unknown,1,unknown,1,-128;22;-126;-24,-128;22;-126;-24,0.0000,6.905,6.729,0,0,YZ:1 S=-128;22;-126;-24
68,no_c39703ec_nohash_1,no,no,1,no,1,-126;-122;-107;99,-126;-122;-107;99,0.0000,5.087,8.357,0,0,YZ:3 S=-126;-122;-107;99
69,yes_db72a474_nohash_0,yes,yes,1,yes,1,-128;-127;127;-128,-128;-127;127;-128,0.0000,6.963,6.752,0,0,YZ:2 S=-128;-127;127;-128
70,go_27c24504_nohash_3,no,no,1,unknown,0,-128;-96;-124;92,-128;-96;-124;92,0.0000,6.758,6.753,0,0,YZ:3 S=-128;-96;-124;92
71,no_0132a06d_nohash_4,no,no,1,no,1,-128;-80;-128;80,-128;-80;-128;80,0.0000,5.073,8.464,0,0,YZ:3 S=-128;-80;-128;80
72,go_173ae793_nohash_1,no,no,1,unknown,0,-128;-110;-128;110,-128;-110;-128;110,0.0000,5.026,8.521,0,0,YZ:3 S=-128;-110;-128;110
73,go_c1d39ce8_nohash_8,no,no,1,unknown,0,-128;-118;-112;102,-128;-118;-112;102,0.0000,5.284,8.387,0,0,YZ:3 S=-128;-118;-112;102
74,no_37dca74f_nohash_0,no,no,1,no,1,-128;-113;-127;112,-128;-113;-127;112,0.0000,5.076,8.407,0,0,YZ:3 S=-128;-113;-127;112
75,yes_51f7a034_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.087,8.340,0,0,YZ:2 S=-128;-128;127;-128
76,go_d394ef8e_nohash_1,unknown,unknown,1,unknown,1,-128;44;-127;-45,-128;44;-127;-45,0.0000,5.163,8.464,0,0,YZ:1 S=-128;44;-127;-45
77,go_fb8c31a9_nohash_1,no,no,1,unknown,0,-128;-114;-124;110,-128;-114;-124;110,0.0000,6.847,6.761,0,0,YZ:3 S=-128;-114;-124;110
78,no_538e1856_nohash_0,no,no,1,no,1,-128;-126;-128;126,-128;-126;-128;126,0.0000,5.198,8.270,0,0,YZ:3 S=-128;-126;-128;126
79,go_2da58b32_nohash_3,no,no,1,unknown,0,-128;-125;-127;124,-128;-125;-127;124,0.0000,5.253,8.300,0,0,YZ:3 S=-128;-125;-127;124
80,yes_2fcb6397_nohash_2,yes,yes,1,yes,1,-128;-128;110;-110,-128;-128;110;-110,0.0000,5.272,8.330,0,0,YZ:2 S=-128;-128;110;-110
81,no_a97017df_nohash_1,no,no,1,no,1,-128;-124;-128;124,-128;-124;-128;124,0.0000,5.351,8.168,0,0,YZ:3 S=-128;-124;-128;124
82,go_6565a81d_nohash_3,no,no,1,unknown,0,-128;-80;-128;80,-128;-80;-128;80,0.0000,5.258,8.237,0,0,YZ:3 S=-128;-80;-128;80
83,yes_41285056_nohash_2,yes,yes,1,yes,1,-128;-126;122;-124,-128;-126;122;-124,0.0000,5.264,8.335,0,0,YZ:2 S=-128;-126;122;-124
84,go_eaa83485_nohash_4,no,no,1,unknown,0,-128;-108;-128;108,-128;-108;-128;108,0.0000,5.232,8.313,0,0,YZ:3 S=-128;-108;-128;108
85,no_c33682f0_nohash_0,no,no,1,no,1,-128;-120;-128;120,-128;-120;-128;120,0.0000,5.252,8.373,0,0,YZ:3 S=-128;-120;-128;120
86,yes_52162b51_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.286,8.296,0,0,YZ:2 S=-128;-128;127;-128
87,yes_9b8a7439_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.170,8.384,0,0,YZ:2 S=-128;-128;127;-128
88,yes_c2dccf38_nohash_4,yes,yes,1,yes,1,-128;-125;124;-126,-128;-125;124;-126,0.0000,5.174,8.412,0,0,YZ:2 S=-128;-125;124;-126
89,yes_cfbedff9_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.165,8.414,0,0,YZ:2 S=-128;-128;127;-128
90,yes_e7bcee8a_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.132,8.413,0,0,YZ:2 S=-128;-128;127;-128
91,yes_72242187_nohash_0,yes,yes,1,yes,1,-128;-127;119;-120,-128;-127;119;-120,0.0000,5.082,8.543,0,0,YZ:2 S=-128;-127;119;-120
92,no_6794a793_nohash_0,no,no,1,no,1,-128;-78;-118;68,-128;-78;-118;68,0.0000,5.255,8.431,0,0,YZ:3 S=-128;-78;-118;68
93,yes_35d1b6ee_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.234,8.339,0,0,YZ:2 S=-128;-128;127;-128
94,go_617de221_nohash_1,unknown,unknown,1,unknown,1,-128;22;-126;-24,-128;22;-126;-24,0.0000,5.083,8.350,0,0,YZ:1 S=-128;22;-126;-24
95,no_3cc595de_nohash_0,no,no,1,no,1,-128;-107;-65;44,-128;-107;-65;44,0.0000,5.280,8.437,0,0,YZ:3 S=-128;-107;-65;44
96,go_890cc926_nohash_2,no,no,1,unknown,0,-128;-121;-124;117,-128;-121;-124;117,0.0000,5.164,8.327,0,0,YZ:3 S=-128;-121;-124;117
97,go_f2e59fea_nohash_3,unknown,unknown,1,unknown,1,-128;103;-126;-105,-128;103;-126;-105,0.0000,5.248,8.311,0,0,YZ:1 S=-128;103;-126;-105
98,no_a4ca3afe_nohash_0,no,no,1,no,1,-128;-127;-128;127,-128;-127;-128;127,0.0000,5.277,8.232,0,0,YZ:3 S=-128;-127;-128;127
99,_background_noise__pink_noise,silence,silence,1,silence,1,107;-120;-125;-118,107;-120;-125;-118,0.0000,5.226,8.255,0,0,YZ:0 S=107;-120;-125;-118
100,yes_b25b6065_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.270,8.257,0,0,YZ:2 S=-128;-128;127;-128
101,no_b59fa113_nohash_1,yes,yes,1,no,0,-128;-103;63;-88,-128;-103;63;-88,0.0000,5.238,8.329,0,0,YZ:2 S=-128;-103;63;-88
102,yes_611d2b50_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.350,8.319,0,0,YZ:2 S=-128;-128;127;-128
103,no_3a3ee7ed_nohash_1,no,no,1,no,1,-128;-109;-118;99,-128;-109;-118;99,0.0000,5.259,8.171,0,0,YZ:3 S=-128;-109;-118;99
104,go_96d8bb6f_nohash_3,unknown,unknown,1,unknown,1,-128;29;-128;-29,-128;29;-128;-29,0.0000,5.273,8.258,0,0,YZ:1 S=-128;29;-128;-29
105,yes_879a2b38_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.201,8.269,0,0,YZ:2 S=-128;-128;127;-128
106,no_27c24504_nohash_2,no,no,1,no,1,-128;-113;-127;112,-128;-113;-127;112,0.0000,5.147,8.476,0,0,YZ:3 S=-128;-113;-127;112
107,no_06a79a03_nohash_0,no,no,1,no,1,-128;-111;-128;111,-128;-111;-128;111,0.0000,5.261,8.284,0,0,YZ:3 S=-128;-111;-128;111
108,yes_0717b9f6_nohash_0,yes,yes,1,yes,1,-128;-124;122;-126,-128;-124;122;-126,0.0000,6.707,6.738,0,0,YZ:2 S=-128;-124;122;-126
109,yes_363c6bad_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.149,8.539,0,0,YZ:2 S=-128;-128;127;-128
110,no_94d370bf_nohash_1,no,no,1,no,1,-128;-124;-127;123,-128;-124;-127;123,0.0000,6.815,6.763,0,0,YZ:3 S=-128;-124;-127;123
111,go_3589bc72_nohash_4,unknown,unknown,1,unknown,1,-128;99;-127;-100,-128;99;-127;-100,0.0000,5.209,8.386,0,0,YZ:1 S=-128;99;-127;-100
112,go_1ed0b13d_nohash_0,no,no,1,unknown,0,-128;-80;-128;80,-128;-80;-128;80,0.0000,5.206,8.330,0,0,YZ:3 S=-128;-80;-128;80
113,yes_5f8097e1_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.272,8.312,0,0,YZ:2 S=-128;-128;127;-128
114,yes_7fb8d703_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.295,8.271,0,0,YZ:2 S=-128;-128;127;-128
115,go_bdd22e4d_nohash_4,no,no,1,unknown,0,-127;-103;-125;99,-127;-103;-125;99,0.0000,5.257,8.145,0,0,YZ:3 S=-127;-103;-125;99
116,no_54b6d355_nohash_0,no,no,1,no,1,-128;-95;-128;95,-128;-95;-128;95,0.0000,5.290,8.359,0,0,YZ:3 S=-128;-95;-128;95
117,no_a4baac4e_nohash_2,no,no,1,no,1,-128;-125;-128;125,-128;-125;-128;125,0.0000,5.237,8.197,0,0,YZ:3 S=-128;-125;-128;125
118,go_3bdf05d3_nohash_0,no,no,1,unknown,0,-128;-77;-127;76,-128;-77;-127;76,0.0000,5.380,8.240,0,0,YZ:3 S=-128;-77;-127;76
119,yes_0d82fd99_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.069,8.202,0,0,YZ:2 S=-128;-128;127;-128
120,yes_b414c653_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.152,8.635,0,0,YZ:2 S=-128;-128;127;-128
121,yes_1496195a_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,6.811,6.764,0,0,YZ:2 S=-128;-128;127;-128
122,go_322d17d3_nohash_0,no,no,1,unknown,0,-128;-111;-128;111,-128;-111;-128;111,0.0000,5.182,8.262,0,0,YZ:3 S=-128;-111;-128;111
123,no_18d120ae_nohash_0,no,no,1,no,1,-128;-94;-118;84,-128;-94;-118;84,0.0000,6.673,6.758,0,0,YZ:3 S=-128;-94;-118;84
124,yes_58df33b5_nohash_1,yes,yes,1,yes,1,-128;-127;126;-128,-128;-127;126;-128,0.0000,5.036,8.519,0,0,YZ:2 S=-128;-127;126;-128
125,yes_72aa7259_nohash_0,yes,yes,1,yes,1,-128;-122;116;-122,-128;-122;116;-122,0.0000,5.186,8.400,0,0,YZ:2 S=-128;-122;116;-122
126,_background_noise__running_tap,silence,silence,1,silence,1,121;-125;-125;-126,121;-125;-125;-126,0.0000,5.118,8.506,0,0,YZ:0 S=121;-125;-125;-126
127,no_29229c21_nohash_3,no,no,1,no,1,-127;-101;-126;98,-127;-101;-126;98,0.0000,6.825,6.785,0,0,YZ:3 S=-127;-101;-126;98
128,go_274c008f_nohash_0,unknown,unknown,1,unknown,1,-126;-2;-126;-2,-126;-2;-126;-2,0.0000,5.328,8.213,0,0,YZ:1 S=-126;-2;-126;-2
129,no_712e4d58_nohash_0,no,no,1,no,1,-128;-128;-128;127,-128;-128;-128;127,0.0000,5.368,8.148,0,0,YZ:3 S=-128;-128;-128;127
130,go_1365dd89_nohash_0,no,no,1,unknown,0,-128;-87;-127;86,-128;-87;-127;86,0.0000,5.327,8.191,0,0,YZ:3 S=-128;-87;-127;86
131,no_b65f6015_nohash_0,no,no,1,no,1,-128;-125;-128;125,-128;-125;-128;125,0.0000,5.387,8.211,0,0,YZ:3 S=-128;-125;-128;125
132,yes_e91d173e_nohash_1,yes,yes,1,yes,1,-128;-125;124;-128,-128;-125;124;-128,0.0000,5.410,8.231,0,0,YZ:2 S=-128;-125;124;-128
133,no_499be02e_nohash_4,no,no,1,no,1,-128;-114;-114;99,-128;-114;-114;99,0.0000,5.255,8.187,0,0,YZ:3 S=-128;-114;-114;99
134,no_bde0f20a_nohash_0,no,no,1,no,1,-128;-126;-128;126,-128;-126;-128;126,0.0000,5.186,8.491,0,0,YZ:3 S=-128;-126;-128;126
135,go_e6be0830_nohash_4,no,no,1,unknown,0,-128;-68;-128;68,-128;-68;-128;68,0.0000,5.222,8.316,0,0,YZ:3 S=-128;-68;-128;68
136,go_0e5193e6_nohash_0,unknown,unknown,1,unknown,1,-126;32;-127;-36,-126;32;-127;-36,0.0000,5.343,8.203,0,0,YZ:1 S=-126;32;-127;-36
137,_background_noise__exercise_bike,silence,silence,1,silence,1,80;-107;-126;-103,80;-107;-126;-103,0.0000,5.244,8.336,0,0,YZ:0 S=80;-107;-126;-103
138,yes_73f20b00_nohash_3,yes,yes,1,yes,1,-128;-126;125;-128,-128;-126;125;-128,0.0000,5.164,8.427,0,0,YZ:2 S=-128;-126;125;-128
139,_background_noise__dude_miaowing,silence,silence,1,silence,1,116;-121;-124;-127,116;-121;-124;-127,0.0000,5.207,8.327,0,0,YZ:0 S=116;-121;-124;-127
140,go_5677ec77_nohash_0,no,no,1,unknown,0,-128;-118;-127;118,-128;-118;-127;118,0.0000,6.832,6.723,0,0,YZ:3 S=-128;-118;-127;118
141,go_24befdb3_nohash_3,no,no,1,unknown,0,-128;-100;-128;100,-128;-100;-128;100,0.0000,6.839,6.751,0,0,YZ:3 S=-128;-100;-128;100
142,go_b0ae6326_nohash_2,no,no,1,unknown,0,-128;-121;-128;121,-128;-121;-128;121,0.0000,5.093,8.302,0,0,YZ:3 S=-128;-121;-128;121
143,go_31270cb2_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,-128;-95;-128;95,0.0000,7.015,6.768,0,0,YZ:3 S=-128;-95;-128;95
144,yes_8d9cc260_nohash_0,yes,yes,1,yes,1,-128;-127;126;-128,-128;-127;126;-128,0.0000,5.291,8.285,0,0,YZ:2 S=-128;-127;126;-128
145,go_617de221_nohash_4,no,no,1,unknown,0,-128;-60;-128;60,-128;-60;-128;60,0.0000,5.226,8.232,0,0,YZ:3 S=-128;-60;-128;60
146,yes_cd85758f_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.110,8.408,0,0,YZ:2 S=-128;-128;127;-128
147,no_b176f8e9_nohash_0,unknown,unknown,1,no,0,-127;43;-101;-71,-127;43;-101;-71,0.0000,5.096,8.335,0,0,YZ:1 S=-127;43;-101;-71
148,go_8931f494_nohash_1,no,no,1,unknown,0,-128;-45;-127;45,-128;-45;-127;45,0.0000,5.314,8.428,0,0,YZ:3 S=-128;-45;-127;45
149,go_4c3cddb8_nohash_4,no,no,1,unknown,0,-128;-119;-128;118,-128;-119;-128;118,0.0000,5.234,8.330,0,0,YZ:3 S=-128;-119;-128;118
150,no_8012c69d_nohash_1,no,no,1,no,1,-128;-119;-128;119,-128;-119;-128;119,0.0000,6.821,6.751,0,0,YZ:3 S=-128;-119;-128;119
151,yes_bfd26d6b_nohash_4,yes,yes,1,yes,1,-128;-126;126;-128,-128;-126;126;-128,0.0000,6.892,6.733,0,0,YZ:2 S=-128;-126;126;-128
152,go_7f581e94_nohash_0,unknown,unknown,1,unknown,1,-128;40;-128;-40,-128;40;-128;-40,0.0000,5.097,8.251,0,0,YZ:1 S=-128;40;-128;-40
153,yes_a9ca1818_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.110,8.465,0,0,YZ:2 S=-128;-128;127;-128
154,no_7211390b_nohash_3,no,no,1,no,1,-128;-87;-128;87,-128;-87;-128;87,0.0000,5.047,8.537,0,0,YZ:3 S=-128;-87;-128;87
155,yes_bdd22e4d_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-128;-128;127;-128,0.0000,5.130,8.583,0,0,YZ:2 S=-128;-128;127;-128
